,labels
102642,1
178198,1
98292,-1
117424,-1
215505,0
140511,-1
108866,1
199823,1
145365,0
137272,0
212601,1
26936,-1
141657,0
190408,0
69858,0
46038,-1
58939,0
158581,0
70619,0
174085,-1
40823,1
75678,1
46161,0
204634,1
208480,0
72851,1
146617,-1
133453,-1
66385,0
115321,-1
80855,1
47505,-1
63071,-1
24848,0
182473,-1
148242,0
159119,0
211347,-1
169257,-1
91961,0
169753,-1
128560,-1
138739,1
81961,0
135131,-1
50133,-1
42155,0
206117,0
125230,-1
13705,1
216368,-1
54802,0
44142,1
107028,-1
45864,-1
146811,-1
164523,-1
207246,-1
130341,-1
59217,-1
162226,-1
174050,0
149026,0
46491,0
86227,-1
216790,1
105375,0
192807,-1
23808,-1
89986,1
137547,-1
32244,1
109258,1
111183,-1
166798,0
55323,-1
152044,1
18079,0
166306,-1
34871,1
78410,0
128361,0
169901,-1
218980,1
163452,0
107921,-1
113111,0
44063,0
91160,-1
168305,1
184478,1
47490,-1
198604,1
81520,0
30069,1
202311,-1
100098,1
192825,-1
4112,-1
21093,0
72878,1
142787,-1
143820,1
72256,1
178455,0
104246,1
140339,0
145668,1
180220,-1
171536,1
141866,-1
142344,-1
63964,-1
104422,0
22155,0
152038,-1
32717,0
93369,1
177475,-1
115790,1
167218,-1
69476,-1
133817,-1
202500,-1
201427,-1
74024,-1
54138,-1
17289,-1
109006,-1
21841,1
62734,0
94681,-1
38155,1
136809,-1
155226,-1
164129,-1
212619,-1
140523,-1
9065,-1
34462,-1
146272,1
72346,-1
117885,-1
24217,-1
84364,-1
145546,-1
61319,-1
111363,-1
25450,-1
173931,-1
190901,-1
117908,1
67228,-1
97832,-1
5340,0
200319,0
67816,-1
103758,-1
165875,-1
184334,-1
17788,1
137771,0
124329,1
182747,0
36906,-1
113643,-1
53308,-1
212888,-1
8411,-1
93315,-1
4054,0
96346,0
89778,1
154753,-1
1476,-1
86408,1
75795,1
14009,-1
136089,0
64607,1
94124,1
123408,-1
32015,1
125054,-1
205345,0
54282,-1
119548,-1
53887,1
108264,0
143200,0
125073,-1
64313,1
193434,-1
80267,0
21311,1
105239,-1
195576,-1
159372,-1
92156,-1
101274,1
197125,-1
31309,0
104345,1
218080,-1
127954,1
52989,0
174914,-1
4415,0
118946,-1
58287,-1
100446,-1
108478,1
122676,-1
177330,-1
204071,0
15712,-1
160411,-1
114218,-1
122940,-1
198067,0
182176,-1
114681,1
55268,1
48111,1
205105,-1
40662,-1
55059,-1
145078,-1
194762,1
214208,-1
197366,-1
160906,0
147645,1
18244,0
51844,1
73664,-1
20336,1
13263,0
203155,1
193837,-1
67099,0
97341,1
51601,-1
57171,0
168321,-1
80336,-1
75078,1
31988,-1
192417,1
205817,-1
204774,-1
55278,0
188394,-1
27065,1
2950,-1
18704,-1
124090,-1
165001,1
192255,0
4016,-1
63657,-1
189179,-1
91564,-1
185758,0
28449,0
106640,0
61150,-1
106756,0
84725,1
108528,-1
11507,0
103668,-1
34270,1
59994,1
70181,-1
157047,-1
166214,0
198676,1
21212,0
177093,-1
109851,-1
88555,0
124239,-1
29555,0
128648,0
116527,0
195523,-1
37027,-1
65883,0
98217,-1
54664,0
33721,1
177670,0
6663,-1
152815,0
30587,0
52641,-1
63617,-1
58702,-1
56560,-1
120195,0
38495,-1
66031,-1
29624,-1
22819,-1
184300,1
27327,1
192928,-1
90370,-1
77343,0
196895,0
96435,1
163729,-1
24899,-1
209787,-1
44636,-1
109354,0
131660,-1
73672,0
44472,-1
192681,0
62079,-1
178945,-1
195572,-1
193831,-1
50336,1
189531,-1
132943,-1
99356,-1
175731,0
49444,0
180634,0
168590,-1
117482,1
96407,-1
64890,-1
216591,-1
181535,-1
155545,0
157639,-1
135156,-1
133698,0
3113,-1
58310,0
146030,-1
61883,1
54268,1
79293,1
37368,1
98992,0
71069,0
212848,-1
121606,-1
213811,-1
125368,-1
2797,-1
95254,1
62247,0
32443,-1
163406,-1
175421,-1
183749,1
111908,-1
51835,-1
133490,1
152181,0
125749,-1
78870,-1
161189,-1
14098,-1
88837,-1
146002,-1
144165,0
116073,1
116693,-1
184167,-1
70369,-1
9699,-1
118850,0
81639,-1
147087,1
193255,1
182876,0
205883,-1
195744,-1
29957,1
672,0
43367,-1
166102,1
154387,-1
97818,-1
203598,-1
47437,-1
83552,0
41468,1
89235,-1
170973,-1
119297,-1
118729,1
194891,-1
148546,-1
29406,-1
64998,0
154854,1
198909,1
169354,-1
23955,-1
133806,-1
88596,1
110589,-1
180103,-1
41564,-1
14409,-1
61979,-1
171981,0
46165,1
36224,1
145587,1
164811,-1
122886,-1
107022,1
126516,1
109493,1
218156,0
73558,1
61290,0
21780,1
205124,0
115862,-1
214854,1
107200,0
204040,-1
198032,1
148104,-1
160132,0
147158,-1
124941,0
181452,-1
88770,0
70018,-1
127786,-1
51378,-1
98887,-1
1808,-1
79382,-1
60015,-1
83785,1
81909,1
93781,1
88609,1
8525,-1
215467,0
68801,1
144987,1
205688,1
38852,-1
108973,0
196261,1
70299,-1
145907,-1
210564,1
200336,1
146743,0
188008,-1
19148,-1
121344,-1
157486,1
46837,1
87752,1
105047,-1
152678,1
138244,0
208584,-1
4500,-1
18952,-1
52713,-1
175378,0
166594,-1
120111,-1
135035,0
98520,0
187981,-1
187896,1
206500,1
177520,1
109003,0
72476,-1
109585,1
15498,1
96860,0
12675,-1
80592,1
139016,-1
146114,0
83266,0
191864,0
43613,0
197377,0
216452,-1
138617,0
136437,1
146215,-1
129151,0
83832,-1
119611,1
58975,1
170412,1
122723,1
207561,1
62854,-1
174782,-1
76930,0
99577,1
117478,-1
126482,0
63251,0
48963,1
11101,0
179051,0
77589,1
16769,-1
54656,0
89925,0
63107,0
173692,1
183611,-1
104638,1
69186,0
64242,-1
99665,0
188176,-1
199069,0
6228,1
59814,-1
126511,-1
216334,-1
203269,1
74402,-1
3624,1
2773,0
13199,0
182154,1
112650,-1
168027,-1
162091,1
142808,0
210563,-1
213525,0
35372,-1
3649,-1
83900,1
142941,-1
135911,-1
83044,-1
121689,1
92236,-1
83120,-1
83529,1
193015,0
181681,0
68055,-1
93977,1
115984,-1
207735,-1
209418,0
113328,-1
104837,0
212004,1
72046,-1
106241,-1
21095,1
8075,-1
151703,1
45989,1
79323,-1
136162,-1
19548,0
199670,1
169473,-1
185700,-1
165737,-1
84352,-1
161763,0
41095,1
68143,-1
146350,-1
61878,-1
82210,1
41517,-1
92706,-1
56576,0
59437,1
102883,-1
6911,1
65000,-1
100704,-1
136220,-1
32409,0
193793,1
76346,-1
208534,-1
155477,-1
73031,-1
126420,1
60281,-1
118040,1
67361,1
191049,0
158826,-1
22747,1
218143,1
65566,-1
71075,1
15253,-1
188273,-1
52017,-1
166002,-1
118816,-1
164784,1
148024,-1
143196,1
16598,-1
97393,-1
107139,-1
196907,1
37020,0
138650,-1
51547,0
33527,1
114526,-1
83628,1
142749,0
124799,-1
55898,-1
147034,0
16451,-1
192284,1
211732,0
43048,-1
79309,-1
33037,1
208712,0
81112,1
23509,0
166747,-1
125415,-1
6742,-1
100527,-1
190311,0
97407,1
131668,0
208916,-1
138858,-1
19688,0
177050,-1
118970,1
121526,-1
1797,-1
71222,-1
139329,1
139751,1
89400,1
166986,1
159884,-1
189540,1
28674,1
17913,-1
140766,-1
100575,0
54119,1
107180,0
93494,-1
142650,-1
148535,-1
27300,-1
196568,-1
84370,-1
86761,-1
14515,-1
208668,-1
6203,0
92515,1
134131,1
99735,0
140692,-1
117881,-1
172731,0
74782,-1
210024,1
12158,1
105095,1
102387,-1
104193,-1
211048,-1
41575,0
32747,-1
10439,-1
203386,-1
72384,-1
115693,0
128038,1
187358,-1
131393,0
135043,-1
179286,-1
23827,-1
115354,-1
188655,-1
208625,-1
90657,0
55130,0
130254,0
58351,-1
93817,-1
62036,1
110432,0
166882,-1
25217,-1
82522,-1
156028,1
203281,0
141999,0
16611,0
15965,-1
9687,1
84510,-1
196689,1
151572,1
183836,-1
128531,-1
51902,1
164172,0
208822,-1
438,-1
74621,0
113301,-1
99799,-1
137565,-1
178463,0
83681,-1
108160,-1
55086,0
52997,0
171623,0
41161,1
69751,0
138220,1
209789,-1
100618,-1
152793,0
33415,-1
40979,0
204462,1
52199,0
212394,-1
149161,1
106351,-1
85665,-1
176455,0
6084,1
78256,-1
158971,0
880,1
95901,-1
123192,1
72998,-1
128552,1
161808,1
213682,-1
90028,-1
79041,-1
169662,-1
22530,0
24038,0
71072,-1
60583,-1
58811,0
160803,-1
99045,1
209835,1
170322,1
86421,0
70285,-1
114326,-1
34464,-1
44062,0
134062,-1
190783,-1
6350,1
106932,-1
157457,1
104908,1
132587,-1
50946,-1
91998,-1
113589,-1
89634,-1
37829,-1
213291,-1
201306,1
143402,1
126864,0
114828,-1
8766,-1
97145,-1
169191,-1
119545,0
15026,1
134487,1
8409,1
128101,-1
24655,-1
202752,1
149608,0
207504,-1
218556,0
79107,-1
123177,-1
22292,-1
176617,-1
138445,0
35195,-1
75034,-1
100415,-1
175364,1
176627,1
103757,1
45401,1
110671,-1
83467,0
77362,0
198585,0
30435,0
203164,-1
84922,-1
23155,-1
103050,-1
150825,0
64741,-1
172702,-1
170681,-1
64884,1
101641,-1
195682,-1
93043,1
12898,-1
123382,0
125920,1
206812,0
85887,1
75850,0
141032,1
47063,-1
172034,0
37946,0
155389,0
158129,-1
152273,0
52619,-1
131062,-1
130442,1
191553,-1
81763,-1
144789,1
196967,-1
168833,0
28623,1
121140,-1
109175,-1
33251,1
185270,0
52809,0
188046,0
207027,-1
88214,0
56050,0
111584,-1
187820,-1
206397,-1
29427,-1
177193,-1
32754,-1
80255,1
145014,-1
11601,-1
83493,-1
144363,-1
99643,-1
219063,0
77868,0
92284,0
51498,1
172002,0
84885,0
37224,0
151443,1
97365,0
109377,1
128790,-1
143671,1
135192,0
172620,1
67354,0
162667,-1
194887,-1
117609,-1
133160,-1
79249,-1
92777,-1
208715,-1
123457,-1
71375,-1
164527,0
2131,1
173487,-1
146615,-1
21759,0
76841,-1
80597,-1
214999,1
27869,1
22271,-1
68848,0
134707,0
22817,1
102969,-1
145114,0
7525,-1
187816,1
160464,-1
33552,0
178906,1
94044,0
103029,-1
208831,1
138305,0
23367,1
194547,1
118426,0
71318,-1
34007,1
3986,0
121126,-1
180898,-1
96026,1
122527,1
150053,-1
191651,-1
215721,-1
180248,0
195664,0
197453,0
126551,-1
169280,-1
150515,-1
91057,0
89515,-1
143046,-1
54038,-1
8212,-1
40414,0
106002,0
204292,0
40845,-1
186038,-1
76336,-1
100997,0
147115,1
63090,0
112940,0
33507,0
8220,1
166607,-1
166982,-1
144541,1
78273,-1
74485,1
95392,-1
53920,1
11872,1
201159,-1
18738,-1
121180,0
8619,-1
81220,1
42547,1
121928,0
98454,-1
207174,1
98166,-1
93398,1
6110,0
15411,-1
124354,0
86272,-1
85514,0
46074,-1
84229,1
109231,1
63378,-1
98206,-1
3454,-1
113326,-1
132674,-1
27768,-1
81925,-1
182528,0
154361,1
99734,-1
178985,0
1035,0
31731,0
177756,1
209555,0
130073,-1
128915,-1
31518,-1
101023,-1
174720,1
206403,-1
85902,-1
112594,-1
213391,-1
47109,-1
36280,-1
163373,0
99927,-1
53134,-1
7100,-1
187832,-1
115612,-1
44234,-1
31266,1
82558,1
215187,-1
82906,-1
167418,-1
7767,-1
135086,1
89047,-1
198901,-1
198483,-1
39890,1
140666,1
138539,-1
88230,1
99148,-1
1595,1
145623,-1
96086,0
174461,0
69270,0
213022,-1
75942,1
159565,-1
169399,0
149675,1
19326,-1
48211,0
116913,-1
130421,0
9438,1
91918,1
180544,-1
152551,-1
43628,-1
152708,1
115514,-1
24458,1
156464,0
10500,0
152892,1
97851,1
174046,-1
86543,-1
58415,1
36504,-1
66930,-1
54733,-1
81984,-1
12495,1
148703,-1
179797,-1
167575,-1
203987,0
35000,1
71783,1
29993,0
71777,-1
169513,0
71049,-1
111085,1
79917,0
167657,-1
10844,-1
22446,-1
40826,0
103148,-1
45442,-1
82351,1
181106,1
143752,-1
92190,1
162594,0
160861,1
167674,-1
19174,-1
174760,-1
40665,1
190840,0
107704,-1
173927,1
164357,-1
3171,0
186585,-1
29883,1
122988,1
20278,-1
79170,1
177496,-1
217301,-1
199347,-1
63966,1
149326,0
95885,1
218890,0
217328,1
74253,1
29292,-1
202408,-1
1944,-1
33992,-1
21109,-1
90733,0
15464,-1
17773,1
151841,-1
218270,1
73296,1
44167,1
22171,0
2041,1
153128,-1
90727,1
133308,-1
209606,0
99592,0
31751,1
180983,-1
113634,-1
69275,1
68750,0
210310,-1
170447,1
212785,0
11761,1
148892,1
101920,0
1272,0
198828,-1
80465,-1
110244,-1
47052,0
164708,-1
198731,0
72730,-1
148106,0
38841,0
149757,-1
50559,1
67780,0
17130,1
14327,1
55136,0
22967,0
168723,-1
141525,-1
213321,0
96415,0
184528,-1
101618,-1
2779,-1
103411,0
37100,1
194552,-1
194617,1
42954,-1
135539,0
30220,0
138341,1
100816,-1
51698,0
92973,1
139986,-1
8130,-1
37662,-1
174160,0
51155,-1
25996,-1
93259,1
188091,0
96899,-1
125943,-1
93970,0
83315,-1
132936,1
32929,0
27171,-1
61209,-1
89513,1
39835,1
209398,-1
87582,0
59147,-1
199601,-1
100116,0
17994,0
162772,1
18193,-1
128842,-1
121183,-1
181934,1
213717,-1
209592,1
63194,1
3416,1
44992,-1
55707,1
82627,-1
172218,-1
24080,0
205551,1
106774,1
206157,-1
56579,0
179638,1
212244,-1
78644,-1
123965,0
204550,0
57270,-1
46890,-1
79695,-1
50847,-1
163426,-1
195648,-1
137380,1
45513,0
199564,-1
155804,-1
147080,-1
101760,-1
197044,-1
156802,0
39096,0
14011,-1
147206,-1
11967,-1
105125,-1
204490,-1
52718,-1
142919,0
21531,1
134036,0
153105,-1
62590,-1
157145,0
74926,0
100204,-1
153848,0
42752,1
6166,0
71917,0
218927,-1
120422,-1
96392,-1
201801,-1
73767,-1
57997,-1
69500,1
141245,-1
75915,0
29573,1
214496,1
67154,-1
140233,0
160263,-1
133279,0
126594,-1
108980,-1
121731,-1
152421,-1
196745,1
182973,1
57751,0
75061,1
72430,0
6735,-1
122521,0
45115,0
136202,0
111810,-1
164343,-1
129305,0
147592,0
72816,1
17473,-1
43897,0
16960,1
57375,-1
51368,-1
83069,-1
91743,-1
183631,-1
80515,-1
35199,1
69059,1
103847,0
124350,-1
128751,1
155497,1
156960,1
94905,0
3958,1
184490,1
217571,1
18779,0
186021,1
160868,1
152286,-1
161416,1
75425,0
123614,1
9274,-1
14553,1
120291,1
109633,0
42736,-1
145184,-1
63707,1
149968,0
184971,0
36242,-1
43133,1
23498,1
62877,-1
106163,1
38713,-1
140620,-1
93871,0
155311,0
145127,-1
197588,0
181359,1
15276,-1
165831,-1
79811,-1
24920,1
9177,1
86685,1
27784,-1
216078,-1
14415,1
215495,0
64524,1
53527,0
40783,0
167822,-1
110511,1
184703,0
195002,1
123957,-1
137677,-1
55940,1
43308,1
92650,-1
70974,-1
104214,-1
124884,0
108450,1
130636,-1
206488,0
71763,0
156884,0
205641,0
5509,-1
135764,-1
116995,-1
150058,1
22870,-1
169682,-1
194639,-1
120981,0
83673,1
183409,-1
135021,-1
134473,0
165478,-1
189974,1
197792,0
61561,-1
74120,-1
44249,0
77596,-1
81692,-1
218587,0
142592,-1
92037,0
59339,-1
213288,-1
41422,1
198009,0
138455,-1
107802,-1
130116,1
65052,0
4871,-1
155305,1
73470,0
186614,1
116184,-1
166645,0
176916,-1
8108,-1
106769,1
214317,1
28616,-1
196734,1
49578,-1
16909,0
168726,0
26747,1
60607,-1
59707,-1
140106,1
218771,1
124212,-1
97657,-1
8637,0
177687,0
213235,-1
18183,0
143570,-1
79004,-1
80819,-1
17263,-1
151038,-1
1649,0
10453,-1
29247,-1
73594,-1
130240,1
139820,0
215629,1
23692,0
123643,1
108074,-1
168421,0
52178,-1
108260,-1
219277,-1
14563,-1
188332,1
15483,0
48375,-1
133240,1
190540,1
92474,-1
196555,-1
171336,1
206719,1
13865,-1
198855,-1
15559,1
70503,-1
162102,0
143321,-1
12475,0
15778,-1
189561,-1
12371,1
48626,-1
196778,-1
185017,-1
117561,-1
207547,-1
200752,0
81069,-1
164534,1
185127,1
214386,1
144317,-1
27833,-1
141939,-1
29726,-1
130468,1
6135,-1
141388,-1
62978,0
137579,-1
61637,-1
164382,-1
132808,1
150548,0
153279,1
217434,-1
115494,0
84759,-1
46344,-1
41896,-1
202191,1
11701,1
90043,1
190533,-1
25904,-1
24148,-1
207926,0
192141,0
187506,0
128810,0
49586,-1
142399,-1
96434,-1
121422,-1
43420,0
148058,-1
16286,-1
84552,-1
218652,0
151274,1
91202,1
86243,-1
157925,-1
77529,-1
92278,-1
53544,1
100056,1
168134,0
168681,0
216870,0
105394,-1
145774,-1
135527,-1
128997,-1
46689,-1
8386,0
24189,-1
133409,-1
115214,0
158965,-1
82845,0
174595,0
52690,-1
73117,-1
118260,-1
190436,1
161264,-1
52534,1
33651,1
193325,-1
48099,1
101960,1
46967,0
110334,1
36149,0
57988,0
122106,1
137600,-1
183929,0
186274,1
67219,0
136822,1
26127,0
111220,-1
30715,0
10926,1
74853,-1
68859,0
89100,-1
50456,-1
70756,-1
62620,-1
72759,-1
81457,-1
102010,-1
46513,-1
147584,0
108250,-1
36390,0
82050,-1
131165,-1
73706,1
206159,-1
60889,1
110407,1
123801,1
100701,-1
49643,0
71450,-1
60711,-1
102549,-1
49571,0
184575,1
143338,0
141055,1
126369,0
207514,0
162959,-1
151354,1
172138,1
168517,-1
128602,-1
74738,1
79774,-1
182340,-1
21542,1
152879,-1
117596,1
78235,0
127803,-1
156984,1
22502,-1
127900,0
183450,-1
190444,1
179076,-1
6397,1
104449,0
154908,-1
84434,0
34513,-1
61190,1
172052,0
155124,0
47821,0
163003,-1
184360,-1
208382,1
180828,0
87209,-1
206169,-1
175898,0
205758,0
209440,-1
197851,0
170060,0
182391,1
188023,-1
14952,1
116919,-1
107602,1
185548,-1
127184,0
75585,-1
9924,1
117910,1
197492,1
156897,1
108221,0
53780,1
181570,0
70475,-1
83196,1
179502,-1
178732,-1
218327,-1
3209,0
109427,0
132542,0
206015,-1
136221,1
129757,0
128662,-1
86051,0
196379,-1
100697,-1
190431,1
133312,0
73970,1
32482,0
184744,1
155737,-1
14516,1
196633,1
92044,0
159970,0
177627,1
161090,1
191463,0
68611,-1
119110,-1
120037,-1
54197,1
11127,-1
75222,1
195466,1
168592,0
128995,-1
157414,-1
130825,-1
159184,-1
121619,0
219019,1
79338,-1
14951,-1
26791,-1
184882,1
196333,-1
115555,-1
63557,1
125889,-1
68159,0
174407,-1
137968,1
29446,-1
60533,-1
25734,-1
124793,0
135896,0
111020,1
79209,1
170496,-1
206881,0
39961,-1
34449,0
177026,1
212940,-1
38279,1
123092,-1
217580,1
119592,0
119881,-1
194607,-1
58220,-1
91879,-1
123073,1
166325,1
202190,-1
28416,-1
175233,0
134110,-1
176296,-1
159159,1
48600,-1
85783,-1
46895,0
104736,1
204258,-1
29137,-1
203007,1
189806,-1
181513,-1
91699,1
97792,0
19512,-1
21265,-1
36753,-1
134004,0
72703,0
55784,0
35606,-1
119812,-1
128115,0
3488,-1
63249,-1
12222,1
61202,-1
102710,1
25164,-1
194818,0
161154,0
62384,0
121364,-1
72541,1
195120,1
79357,1
141909,-1
111247,1
173837,-1
210157,1
104569,-1
37007,0
14505,-1
68117,-1
141680,-1
196003,-1
162786,1
92020,-1
108997,-1
196918,-1
185655,0
7976,-1
108320,0
140235,0
51133,-1
168200,-1
134507,-1
57006,0
96890,0
108840,-1
153393,-1
140418,0
135137,1
92496,-1
45846,1
39363,-1
201948,-1
52771,-1
154907,1
129061,-1
101938,-1
218160,1
35669,1
16434,0
64956,0
32165,1
117848,-1
178714,0
107515,-1
218335,0
31414,0
75223,1
134068,1
68955,-1
53306,-1
23469,1
64891,-1
12942,-1
42477,-1
180201,-1
66348,1
172631,-1
195694,-1
83057,0
60291,-1
206585,-1
18544,0
144520,-1
168091,-1
55171,-1
12168,0
101594,1
203204,0
145542,0
186182,-1
77044,0
150000,0
180511,-1
92794,-1
110781,1
199257,1
190036,-1
210319,1
191323,0
104325,1
183512,-1
41565,-1
65092,1
97478,0
1990,1
178697,-1
157165,1
116896,0
56535,-1
3921,1
59910,-1
70318,-1
138931,-1
155952,0
179008,-1
121571,-1
162349,0
82871,0
59411,-1
123660,0
108597,0
131608,0
146107,0
83390,0
170293,0
62948,-1
79133,-1
140028,1
133839,1
161890,0
73274,-1
82973,-1
44275,-1
33215,-1
12931,0
53124,-1
166296,-1
153550,-1
123277,-1
66628,-1
115271,0
202790,-1
179302,0
133722,-1
59916,-1
150358,1
184892,-1
158883,1
152761,1
61535,0
128615,-1
96564,0
37113,-1
126959,0
181153,1
153521,-1
62333,1
60206,-1
172007,-1
18071,-1
176987,1
186872,0
99834,1
6691,1
123339,-1
135016,1
75731,-1
111811,-1
184108,1
195675,1
28641,-1
38323,0
131693,-1
58430,0
190699,0
194604,1
28567,-1
18192,-1
52177,1
41631,-1
180915,-1
172339,-1
152469,-1
83104,1
20338,-1
79121,-1
99975,-1
169264,0
191111,-1
163894,1
76352,-1
65373,1
43516,1
198141,1
76724,-1
44674,1
184243,0
89556,-1
65493,0
147626,-1
159178,0
133691,0
131802,-1
179973,1
119480,1
210618,1
82982,-1
158248,1
211024,1
213217,-1
153066,0
37795,0
69856,-1
70103,1
24409,1
102070,1
142573,1
173812,-1
91379,1
84592,0
78338,0
142521,-1
129300,1
136970,-1
116683,-1
84826,-1
131158,0
55542,-1
1956,0
49982,-1
172073,-1
35542,0
43416,-1
169963,0
146008,1
96182,-1
86953,-1
158266,-1
20798,-1
95958,-1
200142,1
4925,1
101766,-1
51735,-1
121198,-1
80813,-1
23028,-1
173342,0
134926,-1
2658,0
64428,-1
134246,0
199390,-1
150364,-1
100995,-1
64642,1
137193,-1
163484,-1
152176,-1
111000,1
171845,0
189647,0
61470,1
138222,1
22959,1
126910,0
159305,0
23589,-1
208981,-1
196666,-1
34541,0
93163,1
47766,-1
135061,0
18232,-1
89293,0
30820,-1
115959,-1
195412,-1
52231,1
10742,-1
15700,1
153485,-1
207219,0
175298,0
130298,-1
210153,1
118396,-1
144813,-1
156475,-1
30443,1
56056,-1
91847,-1
35254,-1
138315,0
197722,-1
95138,-1
75358,0
149538,-1
137439,0
82827,1
62936,1
18944,1
161187,-1
13881,0
56033,-1
68468,-1
57267,-1
5671,1
135596,-1
158481,-1
207754,0
166047,1
13062,-1
3407,1
150708,1
26584,0
158310,-1
29116,-1
136979,-1
217085,0
125287,1
137184,-1
19028,-1
166434,-1
116358,-1
59095,1
71686,-1
57740,-1
61103,-1
216935,-1
185777,-1
145162,1
17114,1
163668,1
217668,1
71528,1
2125,0
128309,-1
181073,-1
73678,-1
160587,0
202599,1
177401,-1
93736,1
174270,-1
192247,-1
99584,-1
18995,-1
189379,1
82779,-1
188640,-1
5007,1
32708,1
27042,0
49231,-1
1989,-1
7991,-1
127369,-1
203068,-1
139390,-1
214954,1
121560,0
81802,1
29803,1
54180,1
159886,-1
171015,1
216246,1
160309,0
62697,-1
196627,-1
119565,1
172046,0
10123,1
216608,1
59862,-1
3280,-1
140,1
12298,1
125895,-1
154221,-1
72266,1
168566,0
151543,1
188595,-1
82288,1
207827,0
6730,1
191027,-1
60431,1
201276,1
156694,0
162274,1
47772,-1
125390,1
144342,-1
80547,-1
195615,-1
36148,1
65484,-1
79585,-1
201901,0
202809,-1
211242,-1
46321,-1
187269,1
115239,-1
164875,-1
194962,-1
56428,-1
139286,1
47280,-1
17162,-1
171984,0
44206,-1
34222,0
58164,-1
22893,1
25224,-1
159983,-1
3878,0
175155,0
85740,-1
195498,-1
136702,-1
19320,1
135961,-1
30403,1
145536,1
111068,-1
201008,1
47073,1
183071,1
63986,-1
214739,0
79512,-1
127204,-1
50240,0
90707,-1
113348,1
25347,-1
170234,-1
186208,1
100749,0
67404,0
170641,-1
68516,-1
84742,-1
57233,-1
145803,-1
1388,0
184191,0
133586,-1
165014,1
88628,1
97265,-1
75562,-1
111262,-1
898,-1
161448,-1
192929,-1
64735,-1
112710,1
178657,1
50008,-1
36076,-1
113242,1
81914,0
147546,-1
116731,0
176784,-1
116797,-1
181435,-1
77493,-1
180214,-1
23168,0
132133,1
92599,-1
136796,0
125465,0
194111,1
72184,-1
209914,-1
56495,1
165456,-1
56295,-1
161091,-1
32854,1
114230,1
113692,-1
177959,-1
46126,-1
1241,-1
204097,1
129011,-1
56153,1
8667,1
192345,0
58997,-1
8849,-1
60362,-1
163091,1
203125,1
171698,-1
43038,1
95255,-1
112015,-1
56960,1
210079,-1
39381,0
137499,-1
23123,0
186654,0
90271,1
91188,-1
43143,-1
11579,-1
57502,0
187487,-1
1784,1
146453,-1
174368,0
921,-1
2586,-1
190560,-1
206464,0
185437,1
154311,1
38133,-1
189612,-1
89974,-1
177393,-1
116619,-1
75590,1
115207,1
126996,0
73308,-1
3369,-1
90176,-1
158380,-1
175197,-1
13927,0
187215,-1
180741,-1
133833,1
153349,-1
165930,-1
52029,-1
51014,-1
190223,-1
172854,1
114066,-1
198749,1
137341,0
106620,-1
140925,0
144134,0
103124,-1
188457,1
2266,-1
2945,-1
160791,-1
26549,-1
177723,-1
30323,0
173710,-1
64154,-1
63060,0
196268,-1
2058,1
53646,-1
214815,0
74159,-1
187849,0
161742,1
182258,-1
91795,1
75560,1
103822,-1
69415,-1
79482,1
58085,-1
211890,0
110865,-1
105007,-1
209089,-1
93061,-1
176193,-1
141429,-1
23319,1
29449,-1
22181,-1
19590,1
95510,-1
94883,0
125556,0
73472,-1
166752,1
218892,-1
16072,-1
62378,0
35685,1
207784,1
58476,-1
15365,1
76909,-1
101318,-1
163458,1
86983,1
36814,1
126411,0
59177,-1
39261,0
182369,1
3272,0
197540,-1
112744,-1
51491,-1
92709,-1
4267,1
70736,-1
153154,1
175029,-1
118338,-1
133214,-1
87408,0
181954,-1
212858,-1
199669,1
36291,0
142327,0
3094,0
172558,1
120349,-1
129710,-1
156436,1
34078,1
46202,-1
137436,-1
65281,-1
183714,-1
30212,0
51658,-1
173609,-1
130947,0
136684,0
184948,-1
204125,-1
75445,-1
163845,0
109043,1
27399,-1
208972,-1
207914,-1
61888,0
163617,-1
445,-1
122100,-1
75903,0
147352,-1
22745,1
183640,0
154004,1
60043,1
76316,1
138214,1
32561,-1
995,0
12560,-1
218185,0
204355,-1
36475,0
93007,-1
158659,-1
20949,0
179530,-1
42261,0
88892,-1
144472,0
137128,-1
140263,-1
1905,-1
42859,-1
30823,-1
20037,-1
62636,0
172661,0
56383,0
164896,-1
64502,1
28893,-1
19135,-1
11825,0
201606,1
139880,1
71599,1
15258,-1
181795,1
13849,1
75938,1
198682,1
55220,-1
150005,1
145811,0
57274,1
13596,-1
71285,0
66821,0
79727,1
211667,1
32224,0
165502,-1
61485,1
74042,-1
92559,-1
213454,-1
12124,-1
200163,0
42833,1
217397,0
190656,1
206374,-1
29246,1
21141,-1
117943,0
4564,0
58108,0
94969,0
93828,-1
5946,0
138106,0
210787,-1
68930,1
77814,0
159036,-1
102790,-1
6039,-1
165545,-1
14649,1
152649,0
46117,-1
38915,-1
127364,0
140480,1
215288,1
35599,-1
96882,-1
187191,1
117813,-1
131553,-1
76140,1
22712,1
22029,0
197597,-1
124193,-1
78445,0
62228,-1
88896,-1
202894,-1
211482,1
3645,0
46793,-1
178334,-1
162063,1
109197,1
194337,-1
62444,1
441,-1
210781,-1
82162,0
121239,1
159986,-1
65046,-1
5238,-1
70458,0
203020,-1
118252,0
33554,-1
49970,1
153768,-1
127553,-1
58191,-1
2054,0
33336,-1
122917,1
164948,0
133742,-1
92763,0
200038,-1
